urn,aspect,metadata,createdon,createdby
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.databases,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.open_architecture,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.self_service,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:12,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.knowledge_base,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:28,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.triple_buffered,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:23,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.reactive,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:26,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.parallelism,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:25,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.coherent,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:40,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.hardware,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:26,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.multi_channelled,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:25,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.monitoring,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:39,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.clicksandmortar_interfaces,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.clicksandmortar_interfaces"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:04,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.model,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.model"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:21,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.enabled_roles,PROD)",datasetKey,"{""name"":""long_tail_companions.information_schema.enabled_roles"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-21 4:28:57,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.collaborative_relationships,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.collaborative_relationships"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:06,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.distributed_architectures,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.distributed_architectures"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:16,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.fifth_generation,PROD)",datasetKey,"{""name"":""long_tail_companions.finance.fifth_generation"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:55,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.wireless_ecommerce,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.wireless_ecommerce"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:20,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.robust_systems,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:15,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.holistic_supplychains,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.holistic_supplychains"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:31,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.functions,PROD)",datasetKey,"{""name"":""long_tail_companions.data_platform.functions"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:26,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bestofbreed_ebusiness,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.bestofbreed_ebusiness"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:35:59,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.executive,PROD)",datasetKey,"{""name"":""long_tail_companions.adoption_events.executive"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:35:46,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.functions,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:52:15,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.executive,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:51:53,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.flexibility,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""},{""urn"":""urn:li:glossaryTerm:Classification.Confidential""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.fourth_generation,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985268116},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:37,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.fresh_finds,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985268116},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:32,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.emulation,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:23,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.#tableau_12666_1_connect_checkcreatetemptablecap,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:17,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.b2b_initiatives,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:14,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.eco_centric,PROD)",datasetKey,"{""name"":""long_tail_companions.adoption_events.eco_centric"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:35:42,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.persistent,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.persistent"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:23,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.interactive_webreadiness,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.interactive_webreadiness"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:40,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.implementation,PROD)",datasetKey,"{""name"":""long_tail_companions.adoption_events.implementation"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:35:48,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.contextually_based,PROD)",datasetKey,"{""name"":""long_tail_companions.adoption_events.contextually_based"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:35:40,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.eco_centric,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:51:53,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.persistent,PROD)",domains,"{""domains"":[""urn:li:domain:38ff2687-20fb-436c-bb59-4be4f4213fc9""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.implementation,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:52:15,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.contextually_based,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:51:53,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.frontend_infrastructures,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.configurable,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.graphical_user_interface,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985268116},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:31,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.load_history,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.universal,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.benchmark,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.standardization,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.holistic,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985268116},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:37,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.transparent_systems,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.options,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""},{""urn"":""urn:li:glossaryTerm:Classification.Confidential""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.onetoone_methodologies,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.mission_critical,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:31,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.event_status,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:15,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.heuristic,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:32,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.referential_constraints,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:36:29,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bricksandclicks_functionalities,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:42,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.robust_applications,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:32,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.enhanced,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:19,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.ability,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-12-03 6:34:30,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.outofthebox_vortals,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:shannon@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:26,urn:li:corpuser:__datahub_system
